"PRO_NUMERO","PRO_NOMBRE","PRO_DOMICI","PRO_LOCALI","PRO_PROVIN","PRO_CODPOS","PRO_TELEFO","PRO_REPRES","PRO_JEFEVE","PRO_CUIT","PRO_CODIVA","PRO_FEULCO","PRO_MONEDA","PRO_ULISTA","PRO_MEMO","PRO_RUBRO","PRO_ZONA","PRO_SALDAC","PRO_CTACTE","PRO_CODGAN","PRO_CPRSUS","PRO_GANAN","PRO_CONVTA","PRO_INGBTO","PRO_INGBRO"
"2075","GRUPO PRFIL DE TOMADA C.","COMBET 6960","VILLA BALLESTER",2,1653,"4720-2670  INT.3",,,"20-18171386-1",1,,1,,,11,,,"S",1,"N",,,,
"2076","LEXTRAL SRL","CALLE 22 (EX.R.PEØA)4549","SAN MARTIN",2,,"4755-7334",,,"30-50282140-3",1,17/08/2005,1,,,11,,,"S",1,"N",,,,
"2077","MALDONADO JUAN CARLOS","SARANDI 1350","CAPITAL FEDERAL",1,1251,"4304-5212",,,"20-12791661-7",8,24/11/2006,1,,,11,,,"S",3,"N",,3,,
"2078","POGGIO NORBERTO OMAR","TANDIL 6637/39","CAPITAL FEDERAL",1,1440,"4686-5565",,,"20-04555274-9",1,28/08/2007,1,,,11,,,"S",1,"N",6,3,,
"2079","MUEHLSTEIN ARGENTINA SRL","CAPITAN BERMUDEZ 3857","OLIVOS",1,1636,"4794-5353 INT: 131 AL 134",,,"30-68990118-9",1,01/10/2005,1,,,11,,,"S",1,"N",1,,,
"2080","IPESA","MAGALLANES 1315","CAPITAL FEDERAL",1,1288,"4303-2305 (INTERNO 254)","MARILENE",,"33-57821221-9",1,04/09/2010,1,,,11,,,"S",1,"N",6,95,2,
"2081","MCC MANUFACTURA","CALLE 38 #4854 SAN MARTIN","SAN MARTIN",2,1650,"4755-3119",,,"30-64435765-8",1,01/03/2008,1,,,11,,,"S",1,"N",6,97,,
"2082","OESTE FOTOPOLIMEROS S.R.L","AV.LIBERTAD 361","CNEL.SUAREZ",2,7540,"4665-9889/02926-423592",,,"30-70857326-0",1,13/12/2007,1,,,11,,,"S",1,"N",6,3,,
"2083","EST.GUSTAVO IZQUIERDO SRL","LAVALLE 310 PISO 4","CAPITAL FEDERAL",1,1047,"4315-1410  FAX: 4315-0695",,,"30-53119151-6",1,01/04/2008,1,,,11,,,"S",1,"N",10,3,,
"2084","DISTRIBUIDORA KORUK SRL","LARREA 279 PB","CAPITAL FEDERAL",1,1030,"4952-0306",,,"30-63618965-7",1,08/11/2005,1,,,31,,,"S",1,"N",6,,,
"2085","SORIANO OSVALDO RAUL","JUNIN Y DEL MARMOL","LOBOS",2,7240,"02227-431381",,,"20-20029804-8",1,02/12/2005,1,,,31,,,"S",1,"N",6,,,
"2086","ALONSO ROBERTO DANIEL","AV.EVA PERON 4829","CAPITAL FEDERAL",1,1407,"4683-1759",,,"20-04400166-8",1,08/11/2005,1,,,31,,,"S",1,"N",6,,,
"2087","PEREZ M.A.I.G SOC. DE HE.","SAN LUIS 2635","CAPITAL FEDERAL",1,1056,"4963-7083",,,"30-64821654-4",1,01/03/2006,1,,,31,,,"S",1,"N",6,,,
"2088","CASA DACAR SRL","SCALABRINI ORTIZ 484","CAPITAL FEDERAL",1,14,"4854-5766",,,"30-53321770-9",1,13/12/2005,1,,,31,,,"S",1,"N",6,,,
"2089","LAZARO FALAK Y SAID AL.","REPETTO NICOLAS 1246","CAPITAL FEDERAL",1,1416,"4581-6602",,,"30-58481044-7",1,01/11/2005,1,,,31,,,"S",1,"N",6,,,
"2090","FLECAMET S.A.","BULNES 2756 4to.PISO","CAPITAL FEDERAL",1,1425,"TEL: 4804-1900 FAX int365","PATRICIA DIPAOLO",,"30-60591869-3",1,22/12/2005,1,,,11,,,"S",1,"N",6,,1,
"2091","FERRARI ELECTROMECANICA","SANTIAGO DEL ESTERO 2565","LANUS OESTE",2,1824,"4241-6754  /  4240-3244","MARIO FERNANDO FERRARI",,"20-12205574-5",1,14/07/2010,1,,,11,,,"S",1,"N",6,3,2,
"2092","FALU SRL","JURAMENTO 2857","CAPITAL FEDERAL",1,,"4781-0707",,,"30-70857766-5",1,19/12/2005,1,,,11,,,"S",1,"N",6,,,
"2093","LOG.Y DIST. DEL SOL SA","JUNIN 1289 6to. PISO","CAPITAL FEDERAL",1,1113,"4822-4949",,,"30-70747765-9",1,03/12/2005,1,,,11,,,"S",1,"N",6,,,
"2094","CARLOS NUØEZ (MAR-CAR)","AV SAN MARTIN 1980","LANUS OESTE",2,1824,"4240-1046",,,"20-13030171-2",1,01/12/2005,1,,,11,,,"S",1,"N",6,,,
"2095","MANDERLY SA","TRAFUL 3768","CAPITAL FEDERAL",1,1437,"4911-9400",,,"30-66120926-3",1,21/01/2010,2,,,11,,,"S",1,"N",6,,,
"2096","ELECTRO PLATERS SRL","PACHECO 2822","CAPITAL",1,1431,"4752-9899","MATRICERO EORY EN SAN MAR","TOMAS","30-63453786-0",1,10/03/2006,1,,,11,,,"S",1,"N",1,,1,
"2097","OLEOTECNICA DE L.A LOMB.","MADERO 366 PISO 1","CAPITAL FEDERAL",1,1408,"4441-5480 / 6325",,,"27-20853010-6",1,17/03/2006,1,,,11,,,"S",1,"N",6,,,
"2098","LKL S.A","J.M. CAMPOS 2041/45","SAN ANDRES",2,1651,"4713-1552/2295/3868",,,"30-70834738-4",1,11/03/2011,1,,,11,,,"S",1,"N",6,3,,
"2099","INTI",,,,,,,,"34-54668706-8",1,01/07/2009,1,,,11,,,"S",1,"N",6,,,
"2100","KALMATEX S.A","JUNIN 444 PB. 4toPISO","CAPITAL FEDERAL",1,1028,"4953-4464",,,"30-65587267-8",1,20/09/2006,1,,,11,,,"S",1,"N",6,,,
"2101","CLUB JUV.UN.UNIVERSITARIO","FELIPE VELµZQUEZ 145","LA TOMA",6,5700,,,,"30-69397857-9",4,15/04/2011,1,,,42,,,"S",4,"N",12,97,1,
"2102","SIQAT S.R.L.","HIPOLITO YRIGOYEN 615","CAPITAL FEDERAL",1,1086,"4342-2662",,,"30-70729451-1",1,13/07/2007,1,,,11,,,"S",1,"N",10,97,,
"2103","TRACCIONA S.A","TANDIL 6637/39","CAPITAL FEDERAL",1,1440,"4686-5565 / 4687-5382","NORBERTO POGGIO",,"30-70806366-1",1,30/03/2010,1,,,11,,,"S",1,"N",6,3,,
"2104","VIAL 3 S.A","RUTA NACIONAL 9 KM.271","BUENOS AIRES",2,,,,,"30-70853850-3",1,01/05/2006,1,,,11,,,"N",1,"N",6,,,
"2105","AUTOPISTAS URBANAS SA","PIEDRAS 1260","CAPITAL FEDERAL",1,,,,,"30-57487647-4",1,09/10/2006,1,,,11,,,"N",1,"N",6,,,
"2106","CEAMSE","AV. AMANCIO ALCORTA 3000","CAPITAL FEDERAL",1,,,,,"30-57720719-0",1,01/03/2007,1,,,11,,,"N",1,"N",6,,,
"2107","VICTOR EORY","PRUDAN 1855","CASTELAR",2,1712,"4623-6219",,,"20-04883333-1",1,14/02/2008,1,,,11,,,"S",1,"N",4,3,,
"2108","BERMA SRL","AV. LA PLATA 782","QUILMES",2,1878,"4652-7210",,,"30-64278443-5",1,09/06/2006,1,,,11,,,"S",1,"N",6,,,
"2109","TRAVELPACK SRL","AV. EVA PERON 5439","SAN MARTIN",2,1650,"4848-9238",,,"30-68065933-4",1,23/12/2009,1,,,11,,,"S",1,"N",6,3,,
"2110","VEC SRL","CAZADORES COQUIMBO 3122","MUNRO",2,1605,"4762-3999","NATALIA",,"30-61564727-2",1,01/06/2009,1,,,11,,,"S",1,"N",6,3,2,
"2111","TRANSPORTES SUR LYS SRL","GRAL.MADARIAGA 1059","AVELLANEDA",2,1872,"4205-8443 FAX 4205-8441",,,"30-66363282-1",1,31/03/2011,1,,,17,,,"S",1,"N",9,3,,
"2112","ENCOPAIS GARCIA Y PERASSO","VENTANA 3350","CAPITAL FEDERAL",1,1437,"4911-4752/7896",,,"30-66305022-9",1,13/10/2010,1,,,11,,,"N",1,"N",10,97,1,
"2113","ALTA PLASTICA S.A.","CORONEL SALVADORES 630","CAPITAL FEDERAL",1,1167,"4301-2100",,,"30-60630195-9",1,14/01/2011,1,,,11,,,"S",4,"N",12,3,2,
"2114","ABADIA MARTIN HERNAN","CASTAØARES 1423 P1 ""C""","CAPITAL FEDERAL",1,1406,,,,"20-17739223-6",8,,1,,,11,,,"N",1,"N",1,3,1,
"2115","MUGUELAR GABRIEL ALBERTO","H.YRIGOYEN 10046","TEMPERLEY",2,1834,,,,"20-20831482-4",1,08/12/2006,1,,,11,,,"S",1,"N",9,3,,
"2116","TRANS LSM S.A.","DE LOS CORRALES 7176","CAPITAL FEDERAL",1,1440,,,,"30-70324273-8",1,,1,,,11,,,"N",1,"N",1,3,1,
"2117","TRANSPORTE PALERMO","FORMOSA 2816","LOMAS DEL MIRADOR",2,1752,"4651-3160","ESTER RIZONELLI",,"27-10839265-2",1,07/11/2006,1,,,11,,,"S",1,"N",9,,1,
"2118","FERRETERIA DE JOSE RIAL","LIB.GRAL.SAN MARTIN 524","CIUDADELA",2,1702,"4657-5345","JOSE LUIS RIAL",,"20-13297712-8",1,14/08/2006,1,,,11,,,"S",1,"N",1,3,1,
"2119","GS1","MAIPU 255 ""4"" PISO","CAPITAL FEDERAL",1,1084,"4130-1700",,,"30-65601763-1",4,01/09/2010,1,,,11,,,"S",4,"N",1,3,1,
"2120","PROIN PROTECCION INT.SRL","RUTA 8 NRO. 4710","VILLA BALLESTER",2,1653,"4767-8910/8958",,,"30-69763409-2",1,15/04/2011,1,,,11,,,"S",1,"N",10,3,3,
"2121","G.F.CADETERIA EN MOTO",,,,,"156-135-8199","GUSTAVO",,"0",,01/09/2006,1,,,11,,,"S",4,"N",,97,,
"2122","ESTACION DE SERVICIO","BVARD BELGRANO 594","LA TOMA",6,5750,,,,"30-59022516-5",1,01/06/2007,1,,,11,,,"N",4,"N",6,97,4,
"2123","TECNICAS INDUSTRIALES SRL","JUJUY 1829","AVELLANEDA",2,,"5724-6792",,,"30-70895186-9",1,20/11/2006,1,,,11,,,"S",1,"N",6,97,1,
"2124","INSUMOTEC SRL","FRANCISCO DE AGUIRRE 2500","SAN MIGUE DE TUCUMAN",16,4000,"011-4823-6511",,,"30-70825039-9",1,15/11/2006,1,,,11,,,"S",1,"N",6,97,1,
"2125","METALCOLOR S.A.",,,,,"4769-0174/0832",,,"0",,,1,,,11,,,"S",1,"N",1,3,,
"2126","BAEL S.A.","SARMIENTO 1108","ROSARIO",8,2000,,,,"30-70968447-3",1,21/08/2006,1,,,11,,,"S",1,"N",6,97,1,
"2127","ALFA PUBLICIDAD","SAN LUIS 2635","CAPITAL FEDERAL",1,1056,"4963-7083",,,"30-64821654-4",1,21/08/2006,1,,,11,,,"S",1,"N",10,97,1,
"2128","ALONDA GRAFICA","AV. EVA PERON 4829","CAPITAL FEDERAL",1,1407,"4683-1759",,,"20-04400166-8",1,23/08/2006,1,,,11,,,"S",1,"N",10,97,,
"2129","DEMELF S.A.","HUGO WAST 67","LA MATANZA",2,1763,"02202-493604",,,"33-70890349-9",1,30/08/2006,1,,,11,,,"S",1,"N",10,97,,
"2130","TSH S.R.L.","SANTOS VEGA 7355","VILLA BOSCH",2,1682,"4840-2001",,,"30-70879949-8",1,13/07/2010,1,,,17,,,"S",1,"N",9,3,1,
"2131","CORRALON FATIMA SRL","LAPRIDA 4275","VILLA MARTELLI",2,,"4838-0093",,,"30-70832510-0",1,01/11/2006,1,,,11,,,"S",1,"N",6,3,1,
"2132","HERRERO MERLO",,,6,,,,,"0",,24/08/2010,1,,,11,,,"S",1,"N",,3,,
"2133","GERARDO A. ENRICO","TALCAHUANO 1071 6 ""D""","CAPITAL FEDERAL",1,1013,"4824-6570",,,"20-07625138-0",1,05/09/2007,1,,,11,,,"S",1,"N",6,,1,
"2134","ELECTRONICA MEGATONE S.A.","SAN JERONIMO 2631","SANTA FE",8,3000,"0342-4500999",,,"30-54365973-4",1,05/10/2006,1,,,42,,,"N",1,"N",10,3,,
"2135","ACPLIND DE JORGE FELDMAN","LERMA 63","VILLA CRESPO",1,1414,"4862-1323","JORGE FELDMAN",,"30-50548350-9",1,16/11/2006,1,,,11,,,"S",1,"N",6,97,,
"2136","BOLOGNA DE ANDRES CAPELLI","AV. DIAZ VELEZ 1228","CIUDADELA",2,1702,"4653-2645","ANDRES LUIS CAPELLI",,"20-12953611-0",1,14/04/2011,1,,,16,,,"S",1,"N",6,3,2,
"2137","CORREDOR AMERICANO S.A.","RUTA NAC.8 KM 102","SOLIS",2,,"0800-555-04444",,,"33-70984148-9",1,01/03/2007,1,,,11,,,"N",1,"N",1,97,,
"2138","MORON GOMA S.A.","IRIGOYEN 1135","MORON",2,1708,"4629-1259","EDUARDO",,"30-70860899-4",1,20/09/2010,1,,,11,,,"S",1,"N",6,97,,
"2139","CORRALON CHACABUCO","CHACABUCO Y LAFINUR","LA TOMA",6,5750,,,,"30-70949399-6",1,01/12/2010,1,,,11,,,"N",1,"N",6,97,,
"2140","PREMIL SA","ARENALES 1974 9ùBù","CAPITAL FEDERAL",1,1015,"4811-7790",,,"30-70769206-1",1,01/07/2008,1,,,11,,,"S",1,"N",6,6,2,
"2141","SPEED FLET DE Rufina C.As","MITRE 3373","SAN AMRTIN",2,1653,"15-6006-2848","RUFINA CARMEN ASPRELIA",,"27-23421454-9",8,30/01/2007,1,,,17,,,"S",1,"N",9,97,0,
"2142","ESCRIBANIA MORELLO","CALLE 91 NRO.1972","SAN MARTIN",2,1650,"4755-0343","2*PISO OF.17-20",,"20-13754702-4",1,23/03/2011,1,,,33,,,"S",1,"N",8,97,,
"2143","BRODD SERVICE SRL","H.YRIGOYEN 601","MATHEU",1,1627,,,,"30-70967900-3",1,08/10/2007,1,,,11,,,"S",1,"N",6,98,,
"2144","FLOCCO RICARDO JOSE","26 DE ABRIL 3456","ITUZAINGO",2,1714,"4481-6816 / 15-5-1691633",,,"20-17918411-8",1,20/10/2010,1,,,11,,,"S",1,"N",6,98,,
"2145","INGENIERIA AMBIENTAL","AV. ROQUE S.PEØA 547 5*P","CAPITAL FEDERAL",1,1035,"15-5-248-1073","HECTOR OSVALDO SANSOGNI",,"20-08383897-4",1,01/11/2007,1,,,11,,,"S",1,"N",10,3,,
"2146","ADOC ENVASES SRL","TALCAHUANO 1257","FLORIDA",2,1602,"4-760-4939","MIRTA",,"30-61145614-6",1,23/02/2011,1,,,12,,,"S",1,"N",6,3,,
"2147","DR.BLAS ABAYAY VIDELA","CHACABUCO 560","SAN LUIS",6,5700,"02652-422029",,,"20-11600436-5",8,01/04/2011,1,,,18,,,"S",1,"N",12,97,,
"2148","R.RCA NESTOR A.CARIGNANO","REPUBLICA DEL LIBANO 1397","QUILMES",2,1878,"41150730","NESTOR ADRIAN CARIGNANO",,"20-16542741-7",1,22/03/2010,1,,,33,,,"S",1,"N",8,3,,
"2149","SIMONETTA HNOS","PTE.JUAN D.PERON 435","LOMAS DE ZAMORA",2,1832,"4282-2583","NICODEMO SIMONETTA",,"30-56879085-1",1,11/12/2009,1,,,50,,,"S",1,"N",6,3,,
"2150","JOSE DAL DIN","ALVEAR 3731","LOMAS DEL MIRADOR",2,1752,"4484-4351",,,"0",1,,1,,,11,,,"S",1,"N",10,3,,
"2151","METALURGICA DOMINGUEZ","PEREZ QUINTANA 3510","ITUZAINGO",2,1714,"15-6-601-6515","ISMAEL DOMINGUEZ",,"20-20128498-9",8,13/04/2011,1,,,11,,,"S",1,"N",12,3,,
"2152","FLETES TITO DE SFORMO","CALLE 53 - NRO. 2327","VILLA MAIPU",2,1650,"4752-2213/15-4419-3788","LUIS A. SFORMO","NICOLAS","20-04942321-8",1,01/03/2008,1,,,17,,,"S",1,"N",9,3,,
"2153","AISLACIONES SAN MARTIN","AV.DR.R.BALBIN 2209","SAN MARTIN",2,1650,"4752-3237","NESTOR MASSOIA",,"20-11324924-3",1,20/01/2011,1,,,11,,,"S",1,"N",6,97,,
"2154","AUDITORIA Y CONSUL.EMP.SA","RIVADAVIA 536","SAN LUIS",6,5700,,,,"30-67339392-2",1,04/04/2008,1,,,33,,,"S",1,"N",8,3,,
"2155","ASOC.MUTUAL EL COLISEO","ARIST.DEL VALLE/ES.ISRAEL","SAN LUIS",6,5700,,,,"30-71037810-6",7,29/05/2008,1,,,42,,,"S",4,"N",12,3,,
"2156","CLEANSON S.R.L.","CALLE 23 NRO. 1960","VILLA MAIPU",2,1650,"4754-1615","ABEL KUTNOWSKI",,"30-61465761-4",1,01/11/2010,1,,,50,,,"S",1,"N",6,3,1,
"2157","GRUPO SIMPA S.A.","THAMES 333","BOULOGNE SUR MER",2,1609,"4-708-3300","FABIAN",,"30-62832360-3",1,16/02/2011,1,,,11,,,"S",1,"N",6,3,1,
"2158","EMPAQUETECNIA S.A.","NATALIO QUERIDO 2161","MUNRO",2,1605,"4760-0606","CARLOS CALENTINO",,"30-54739048-9",1,03/01/2011,1,,,12,,,"S",1,"N",6,3,,
"2159","IZQUIERDO & VICETTO","LAVALLE 310","CAPITAL FEDERAL",1,1047,"4315-1410",,,"33-70704521-9",1,19/11/2009,1,,,33,,,"S",1,"N",8,3,3,
"2160","PANTOQUIMICA S.A.","AGUERO 3470","CASEROS",2,1678,"4750-4293/4294 INT.25","MIRTA",,"30-50396935-8",1,01/10/2008,2,,,11,,,"S",1,"N",6,3,,
"2161","SOPORTEX S.A.","JUNCAL 858 PISO 8 ""F""","CAPITAL FEDERAL",1,1062,,,,"30-70809962-3",1,05/12/2008,1,,,11,,,"S",1,"N",6,3,,
"2162","CERPLAST DE CERRI S.H.","TUCUMAN 6953","LOMA HERMOSA",2,1657,"4769-9606","SALVADOR,CLAUDIO,MARCELO",,"30-70116199-4",1,01/12/2008,1,,,11,,,"S",1,"N",10,3,,
"2163","CSAV ARGENTINA S.A.","CARLOS PELLEGRINI 1363","CAPITAL FEDERAL",1,1011,"5355-5700",,,"30-70947495-9",1,05/10/2009,2,,,17,,,"N",1,"N",1,97,,
"2164","PENTRE S.A.","SARGENTO CABRAL 2324","TIGRE",2,1648,"4749-8498",,,"30-70803736-9",1,24/06/2010,1,,,11,,,"S",1,"N",6,3,,
"2165","FEDERACION PATRONAL S.A.","AV.51 NRO. 770","LA PLATA",2,,"0221-429-0200",,,"33-70736658-9",1,01/11/2010,1,,,30,,,"N",1,"N",12,97,,
"2166","COOPERATIVA MAR Y SIERRAS","MATHEU 3065/67","MAR DEL PLATA",2,7600,"0223-474-1415",,,"30-58444049-6",1,01/01/2010,1,,,11,,,"S",1,"N",6,3,,
"2167","LONAS PIRAMIDE S.R.L.","MONSEØOR BUFANO 3725","SAN JUSTO",2,1754,"4441-7188",,,"30-71016090-9",1,01/02/2010,1,,,11,,,"S",1,"N",6,3,,
"2168","EDUARDO ANTONIO TRINIDAD","EVARISTO CARRIEGO 2173","PABLO PODESTA",2,1657,,,,"20-17867972-5",8,28/01/2009,1,,,11,,,"S",1,"N",10,3,,
"2169","ESCRIBANIA ELISA MORELLO","CALLE 91 NRO. 1972 2*17","SAN MARTIN",2,1650,"4755-0343",,,"27-14768810-0",1,05/01/2009,1,,,33,,,"S",1,"N",6,3,,
"2170","TOP-REFLEX S.R.L.","CALLE 91 NRO. 4447","VILLA BALLESTER",2,1653,"4764-2225/2552/5585","OLAF TIETJE",,"30-70874268-2",1,15/04/2011,1,,,11,,,"S",1,"N",6,3,,
"2171","CRISTIAN MARTIN VEREDA","LAGO PULMARI 1190","GODOY CRUZ",7,,"0261-4300218",,,"20-26960451-5",1,20/01/2009,1,,,41,,,"N",1,"N",10,3,,
"2172","TORMET S.R.L.","J.M.VERDUGA 1370","VILLA ADELINA",2,1607,"4763-0407/154-870-0370","TONY",,"30-60047768-0",1,10/11/2010,1,,,14,,,"S",1,"N",6,3,,
"2173","ASESORIA SAN LUIS S.R.L.","B*ANDRES ALFONSO","LA TOMA",6,5750,"02655-421531",,,"30-71087116-3",1,04/04/2011,1,,,33,,,"S",1,"N",8,3,,
"2174","EUROEMBAL S.A.","GUIDO SPANO 4771","MUNRO",2,1605,"4762-5544",,,"30-70859197-8",1,11/06/2009,1,,,11,,,"S",1,"N",6,3,1,
"2175","SETEAR S.A.","VENANCIO FLORES 1058/74","LOMAS DEL MIRADOR",2,1752,"4699-3255",,,"30-66134516-7",1,22/04/2009,1,,,11,,,"S",1,"N",10,3,1,
"2176","DAMPLAST S.R.L.","LARREA 447","RAMOS MEJIA",2,2,"4653-1861/4115-3913","JUAN CARLOS","115-451-5537","30-70832245-4",1,21/03/2011,2,,,11,,,"S",1,"N",6,3,2,
"2177","EXPRESO B.H. TRANSP.S.A.","MADRE CABRINI 2157","ROSARIO",8,2000,"0341-465-0065","MARIA LAURA",,"30-71031248-2",1,25/10/2010,1,,,11,,,"S",1,"N",9,3,1,
"2178","GRUPO MELVIL","LINIERS NRO. 35 DTO.""A""","BERNAL",2,1876,"4251-3302/3229",,,"27-12301853-8",1,03/05/2010,1,,,33,,,"S",1,"N",8,3,3,
"2179","INDUSTRIA ELECT. MCG S.A.","AYACUCHO 2750","SAN ANDRES",2,1651,"4753-1435","GUSTAVO",,"30-71004656-1",1,08/09/2009,1,,,11,,,"S",1,"N",6,3,2,
"2180","SIXCOM S.A.","CALLE 117 NRO. 2678","SAN MARTIN",2,1650,"4724-4900","DIEGO/SIMON",,"30-66111898-5",1,06/04/2011,1,,,12,,,"S",1,"N",6,3,2,
"2181","FIDEL RICARDO HADDAD","LAMADRID 1047","SAN LUIS",6,5700,"426831/15581907",,,"20-08368233-8",1,01/04/2011,1,,,11,,,"N",1,"N",6,3,1,
"2182","LOG.INT.ZONA FRANCA S.A.","COLOMBIA E H.IRIGOYEN","ENSENADA",2,1925,"0221-4680430",,,"30-70873598-8",1,30/08/2010,1,,,16,,,"S",1,"N",10,3,3,
"2183","LIBERTY SEGUROS ARGENTINA","BALCARCE 358","CAPITAL FEDERAL",1,1064,"4346-0400",,,"30-70496198-3",1,01/11/2009,1,,,15,,,"S",1,"N",1,97,1,
"2184","FLETES DANI DE FERNANDEZ","SAN SALVADOR 10246","LOMA HERMOSA",2,1650,"11-63962561/585*578",,,"20-18599199-8",1,28/01/2010,1,,,17,,,"S",1,"N",10,3,3,
"2185","GESTION Y RECUPEROS SRL","AV.BELGRANO 1217","CAPITAL FEDERAL",1,1093,"5236-1060","MARCELO PENGUE",,"30-70879284-1",1,03/05/2010,1,,,16,,,"S",1,"N",10,3,3,
"2186","SUREMIS DE MOSSUTO MIGUEL","JOSE HERNANDEZ 3702","VILLA BALLESTER",2,1653,"4849-0423",,,"20-14518852-1",1,14/01/2011,1,,,11,,,"S",1,"N",10,3,1,
"2187","RODAMIENTOS ELI-ROD","JUAN MANUEL DE ROSAS 302","MORON",2,1708,"4629-4300",,,"20-12349794-6",1,18/03/2010,1,,,11,,,"S",1,"N",6,3,2,
"2188","SES SISTEMAS ELECT.S.A.","ESPINOSA 1045","CAPITAL FEDERAL",1,1405,"5453-8409/10","NESTOR ABALO",,"30-52116696-3",1,06/04/2011,2,,,11,,,"S",1,"N",10,97,3,
"2189","P.T.MANUFACTURAS S.R.L.","FRAY M.ESQUIU 1256","J.L.SUAREZ",2,1655,"4729-9639",,,"30-70812205-6",1,06/08/2010,1,,,16,,,"S",1,"N",6,3,2,
"2190","HUFERJO DE JOSE L.TOSTO","SULLIVAN 3452","GRAND BOURG",2,1615,"115-771-9953 FERNANDO",,,"20-04597647-6",1,18/01/2011,1,,,11,,,"S",1,"N",6,3,2,
"2191","ACMA-PLAS DE ROGER ACUÑA","HUMAHUACA NRO. 2165","MORON",2,1708,"4696-3543",,,"20-08340079-0",1,07/04/2011,1,,,11,,,"S",1,"N",6,3,3,
"2192","PLASTIMARKET S.R.L.","CORDOBA 2508 - 6""C""","CAPITAL FEDERAL",1,1120,"4961-3949",,,"30-68300988-8",1,17/11/2010,1,,,11,,,"S",1,"N",6,3,2,
"2193","EL ASEO DE JUAN MARTOS","AV.ANDRES ROLON NRO.268","SAN ISIDRO",2,1642,"4723-5533","JOSE",,"20-93161293-0",1,03/01/2011,1,,,16,,,"S",1,"N",10,97,1,
"2194","SOPRANO S.A.","12 DE OCTUBRE N*761","AVELLANEDA",2,1870,"4116-4297/8",,,"30-70822082-1",1,13/12/2010,1,,,12,,,"S",1,"N",6,3,2,
"2195","PGG S.A.","TANDIL 6637","MATADEROS",1,1440,"4686-5565",,,"30-71119655-9",1,11/04/2011,1,,,11,,,"S",1,"N",6,3,2,
"2196","SOCORRO MEDICO PRIVADO SA","VIRREY LORETO 3636","CAPITAL FEDERAL",1,,"4554-5555",,,"30-61221341-7",1,01/03/2011,1,,,16,,,"S",1,"N",10,97,1,
"2197","ALUMBRAR PATAGONICA SRL","MONTARCE 1495","HAEDO",2,1706,"4482-0045",,,"30-70976642-9",1,,1,,,11,,,"S",1,"N",6,3,2,
"2198","RUMPENTELSKIN S.R.L.","MANUEL TRELLES 2006","CAPITAL FEDERAL",1,1416,"4585-3042/3151",,,"30-70951586-8",1,06/01/2011,1,,,42,,,"S",1,"N",10,3,3,
"2199","TRADELOG S.A.","TRAFUL 3768","CAPITAL FEDERAL",1,1437,"4911-5001","CARLOS DE DIEGO (INT.157)",,"30-69617300-8",1,10/01/2011,1,,,17,,,"S",1,"N",9,3,3,
"2200","OSDE","AV.LEANDRO N.ALEM N*1067","CAPITAL FEDERAL",1,1001,"4809-7385",,,"30-54674125-3",1,15/04/2011,1,,,11,,,"S",1,"N",12,97,1,
"2201","ESTUDIO MANISSERO","P.RICARDO D AGNILLO 96","V.MERCEDES-SAN LUIS",6,5730,"(02657)422175","RAUL MANISSERO",,"20-10397660-0",1,15/04/2011,1,,,33,,,"S",1,"N",8,3,3,
"2202","ANDRES MORETTI E HIJOS SA","CARLOS CALVO 2755","CAPITAL FEDERAL",1,,,,,"30-61577338-3",1,24/01/2011,1,,,50,,,"S",1,"N",6,3,2,
"2203","DR.PATRICIO O.PILLAROU","SAN LORENZO 2765","SAN ANDRES",2,1651,"4713-7147",,"LAURA","20-11681891-5",1,16/02/2011,1,,,33,,,"S",1,"N",8,97,3,
"2204","CHAMICAL COMPACTACION SA","AUSTRIA 1200","PARQUE INDUSTRIAL TIGRE",2,1618,"4729-2100/4715-6100",,,"33-69879610-9",1,15/04/2011,1,,,16,,,"S",1,"N",10,3,3,
"2600","CABAL","LAVALLE 341","CAPITAL FEDERAL",1,1047,"4319-2500",,,"30-65436422-9",1,01/05/2004,1,,,11,,,"S",1,"N",6,,,
"2601","TRANS-BIBEL VICTOR BIBEL","SUIPACHA 1274","SARANDI",2,1872,"15-4993-1369",,,"20-07779086-2",1,01/01/2011,1,,,17,,,"S",1,"N",9,3,3,
"2602","HIDROMOR",,,1,1,,,,"20-23192223-8",1,01/02/2005,1,,,11,,,"S",1,"N",6,,,
"2603","JULIO GARCIA E HIJOS SA","ALTE BROWN 824","RAMOS MEJIA",2,1704,"4658-1860","4656-3616",,"33-61222009-9",1,05/04/2011,1,,,11,,,"S",1,"N",6,,,
"2604","ARCOLOR S.A.C.I.I.F.A.","DAVID MAGDALENA 4138/46","CASEROS",2,1678,"4008-8100","OSVALDO GRIJALBA","155-693-2215","30-51919548-4",1,22/10/2008,1,,,11,,,"S",1,"N",6,3,1,
"2605","OSTEON S.A.","E. MARENGO 3908","VILLA BALLESTER",2,1653,"6339-4600",,,"30-62829148-5",1,01/08/2010,1,,,11,,,"S",1,"N",,,,
"2606","TRANSPORTE C.A.G","GRAL. DEHEZA 673","SARANDI",2,1872,,,,"20-23873667-7",1,01/01/2011,1,,,17,,,"S",1,"N",9,3,3,
"2607","KETY","LAS HERAS 1895","VILLA MAIPU",2,0,"4-753-9232","KETY",,"0",0,31/03/2008,1,,,11,,,"S",1,"N",0,0,,
